,human_genes,mouse_genes,mouse_read,mouse_inhuman,chick_genes,chick_read,chick_inhuman,mouse_CAPSON,macaque_genes,macaque_inchick,macaque_inhuman,macaque_inmouse
6249,MRPS7,Mrps7,True,True,MRPS7,True,True,MRPS7,MRPS7,,,
6250,MRPS9,Mrps9,True,True,MRPS9,True,True,MRPS9,MRPS9,,,
6251,MRRF,Mrrf,True,True,MRRFP1,True,True,MRRF,MRRF,,,
6252,MRS2,Mrs2,True,True,MRS2,True,True,MRS2,MRS2,,,
6253,MRTO4,Mrto4,True,True,MRTO4,True,True,MRTO4,MRTO4,,,
6255,MSANTD2,Msantd2,True,True,MSANTD2,True,True,MSANTD2,MSANTD2,,,
6256,MSANTD3,Msantd3,True,True,MSANTD3,True,True,MSANTD3,MSANTD3,,,
6257,MSANTD4,Msantd4,True,True,MSANTD4,True,True,MSANTD4,MSANTD4,,,
6258,MSC,Msc,True,True,MSC,True,True,MSC,MSC,,,
6259,MSGN1,Msgn1,True,True,MSGN1,True,True,MSGN1,MSGN1,,,
6261,MSH3,Msh3,True,True,MSH3,True,True,MSH3,MSH3,,,
6262,MSH4,Msh4,True,True,MSH4,True,True,MSH4,MSH4,,,
6263,MSH6,Msh6,True,True,MSH6,True,True,MSH6,MSH6,,,
6264,MSI1,Msi1,True,True,MSI1,True,True,MSI1,MSI1,,,
6265,MSI2,Msi2,True,True,MSI2,True,True,MSI2,MSI2,,,
6266,MSL1,Msl1,True,True,MSL1,True,True,MSL1,MSL1,,,
6267,MSL2,Msl2,True,True,MSL2,True,True,MSL2,MSL2,,,
6269,MSL3,Msl3,True,True,MSL3,True,True,MSL3,MSL3,,,
6270,MSLN,Msln,True,True,MSLN,True,True,MSLN,MSLN,,,
6271,MSMO1,Msmo1,True,True,MSMO1,True,True,MSMO1,MSMO1,,,
6272,MSN,Msn,True,True,MSN,True,True,MSN,MSN,,,
6273,MSRA,Msra,True,True,MSRA,True,True,MSRA,MSRA,,,
6274,MSRB1,Msrb1,True,True,MSRB1,True,True,MSRB1,MSRB1,,,
6275,MSRB3,Msrb3,True,True,MSRB3,True,True,MSRB3,MSRB3,,,
6276,MSS51,Mss51,True,True,MSS51,True,True,MSS51,MSS51,,,
6277,MST1,Mst1,True,True,MST1,True,True,MST1,MST1,,,
6278,MST1R,Mst1r,True,True,MST1R,True,True,MST1R,MST1R,,,
6279,MSTN,Mstn,True,True,GDF8,True,True,MSTN,MSTN,,,
6280,MSTO1,Msto1,True,True,MSTO1,True,True,MSTO1,MSTO1,,,
6281,MSX1,Msx1,True,True,MSX1,True,True,MSX1,MSX1,,,
6282,MSX2,Msx2,True,True,MSX2,True,True,MSX2,MSX2,,,
6283,MT4,Mt4,True,True,MT3,True,True,MT4,MT3,,,
6284,MTA1,Mta1,True,True,MTA1,True,True,MTA1,MTA1,,,
6285,MTA2,Mta2,True,True,MTA2,True,True,MTA2,MTA2,,,
6286,MTA3,Mta3,True,True,MTA3,True,True,MTA3,MTA3,,,
6287,MTAP,Mtap,True,True,MTAP,True,True,MTAP,MTAP,,,
6289,MTCH2,Mtch2,True,True,MTCH2,False,True,MTCH2,MTCH2,,,
6294,MTFMT,Mtfmt,True,True,MTFMT,True,True,MTFMT,MTFMT,,,
6295,MTFP1,Mtfp1,True,True,MTFP1,True,True,MTFP1,MTFP1,,,
6297,MTFR1L,Mtfr1l,True,True,MTFR1L,True,True,MTFR1L,MTFR1L,,,
6298,MTFR2,Mtfr2,True,True,MTFR2,True,True,MTFR2,MTFR2,,,
6299,MTG1,Mtg1,True,True,MTG1,True,True,MTG1,MTG1,,,
6301,MTHFD1,Mthfd1,True,True,MTHFD1,True,True,MTHFD1,MTHFD1,,,
6303,MTHFD2,Mthfd2,True,True,MTHFD2,False,True,MTHFD2,MTHFD2,,,
6304,MTHFD2L,Mthfd2l,True,True,MTHFD2L,True,True,MTHFD2L,MTHFD2L,,,
6305,MTHFR,Mthfr,True,True,MTHFR,True,True,MTHFR,MTHFR,,,
6306,MTHFSD,Mthfsd,True,True,MTHFSD,True,True,MTHFSD,MTHFSD,,,
6307,MTIF2,Mtif2,True,True,MTIF2,True,True,MTIF2,MTIF2,,,
6308,MTIF3,Mtif3,True,True,MTIF3,True,True,MTIF3,MTIF3,,,
6309,MTM1,Mtm1,True,True,MTM1,True,True,MTM1,MTM1,,,
6311,MTMR10,Mtmr10,True,True,MTMR10,True,True,MTMR10,MTMR10,,,
6312,MTMR11,Mtmr11,True,True,MTMR11,True,True,MTMR11,MTMR11,,,
6314,MTMR14,Mtmr14,True,True,MTMR14,True,True,MTMR14,MTMR14,,,
6316,MTMR3,Mtmr3,True,True,MTMR3,True,True,MTMR3,MTMR3,,,
6317,MTMR4,Mtmr4,True,True,MTMR4,True,True,MTMR4,MTMR4,,,
6318,MTMR6,Mtmr6,True,True,MTMR6,True,True,MTMR6,MTMR6,,,
6319,MTMR7,Mtmr7,True,True,MTMR7,True,True,MTMR7,MTMR7,,,
6321,MTNR1A,Mtnr1a,True,True,MTNR1A,True,True,MTNR1A,MTNR1A,,,
6322,MTNR1B,Mtnr1b,True,True,MTNR1B,True,True,MTNR1B,MTNR1B,,,
6324,MTOR,Mtor,True,True,MTOR,True,True,MTOR,MTOR,,,
6326,MTPN,Mtpn,True,True,MTPN,True,True,MTPN,MTPN,,,
6327,MTR,Mtr,True,True,MTR,True,True,MTR,MTR,,,
6328,MTREX,Mtrex,True,True,SKIV2L2,True,True,MTREX,SKIV2L2,,,
6330,MTRF1L,Mtrf1l,True,True,MTRF1L,True,True,MTRF1L,MTRF1L,,,
6332,MTSS1,Mtss1,True,True,MTSS1,True,True,MTSS1,MTSS1,,,
6333,MTTP,Mttp,True,True,MTTP,True,True,MTTP,MTTP,,,
6335,MTUS1,Mtus1,True,True,MTUS1,True,True,MTUS1,MTUS1,,,
6336,MTX2,Mtx2,True,True,MTX2,True,True,MTX2,MTX2,,,
6337,MTX3,Mtx3,True,True,MTX3,True,True,MTX3,MTX3,,,
6338,MUL1,Mul1,True,True,MUL1,True,True,MUL1,MUL1,,,
6339,MUSK,Musk,True,True,MUSK,True,True,MUSK,MUSK,,,
6340,MUSTN1,Mustn1,True,True,MUSTN1,True,True,MUSTN1,MUSTN1,,,
6342,MVB12B,Mvb12b,True,True,MVB12B,True,True,MVB12B,MVB12B,,,
6343,MVD,Mvd,True,True,MVD,True,True,MVD,MVD,,,
6344,MVK,Mvk,True,True,MVK,True,True,MVK,MVK,,,
6346,MXD1,Mxd1,True,True,MXD1,True,True,MXD1,MXD1,,,
6347,MXD4,Mxd4,True,True,MXD4,True,True,MXD4,MXD4,,,
6348,MXI1,Mxi1,True,True,MXI1,True,True,MXI1,MXI1,,,
6349,MXRA8,Mxra8,True,True,MXRA8,True,True,MXRA8,MXRA8,,,
6350,MYADML2,Myadml2,True,True,MYADML2,True,True,MYADML2,MYADML2,,,
6351,MYB,Myb,True,True,MYB,True,True,MYB,MYB,,,
6352,MYBBP1A,Mybbp1a,True,True,MYBBP1A,True,True,MYBBP1A,MYBBP1A,,,
6354,MYBL2,Mybl2,True,True,MYBL2,True,True,MYBL2,MYBL2,,,
6355,MYBPC1,Mybpc1,True,True,MYBPC1,True,True,MYBPC1,MYBPC1,,,
6356,MYBPC3,Mybpc3,True,True,MYBPC3,True,True,MYBPC3,MYBPC3,,,
6357,MYC,Myc,True,True,MYC,True,True,MYC,MYC,,,
6359,MYCBPAP,Mycbpap,True,True,MYCBPAP,True,True,MYCBPAP,MYCBPAP,,,
6360,MYCL,Mycl,True,True,MYCL,True,True,MYCL,MYCL,,,
6362,MYCN,Mycn,True,True,MYCN,True,True,MYCN,MYCN,,,
6363,MYCT1,Myct1,True,True,MYCT1,True,True,MYCT1,MYCT1,,,
6366,MYEF2,Myef2,True,True,MYEF2,True,True,MYEF2,MYEF2,,,
6367,MYF5,Myf5,True,True,MYF5,True,True,MYF5,MYF5,,,
6368,MYF6,Myf6,True,True,MYF6,True,True,MYF6,MYF6,,,
6369,MYH10,Myh10,True,True,MYH10,True,True,MYH10,MYH10,,,
6370,MYH11,Myh11,True,True,MYH11,True,True,MYH11,MYH11,,,
6371,MYH15,Myh15,True,True,MYH7B,True,True,MYH15,MYH7B,,,
6372,MYH6,Myh6,True,True,MYH7,True,True,MYH6,MYH7,,,
6373,MYH7B,Myh7b,True,True,MYH15,True,True,MYH7B,MYH7B,,,
6374,MYH9,Myh9,True,True,MYH9,True,True,MYH9,MYH9,,,
6375,MYL1,Myl1,True,True,MYL1,True,True,MYL1,MYL1,,,
6376,MYL10,Myl10,True,True,MYL10,False,True,MYL10,MYL10,,,
6377,MYL12A,Myl12a,True,True,MYL12A,False,True,MYL12A,MYL12A,,,
6379,MYL2,Myl2,True,True,MYL2,True,True,MYL2,MYL2,,,
6380,MYL3,Myl3,True,True,MYL3,True,True,MYL3,MYL3,,,
6381,MYL4,Myl4,True,True,MYL4,True,True,MYL4,MYL4,,,
6382,MYL6,Myl6,True,True,MYL6,False,True,MYL6,MYL6,,,
6383,MYL9,Myl9,True,True,MYL9,True,True,MYL9,MYL9,,,
6384,MYLIP,Mylip,True,True,MYLIP,True,True,MYLIP,MYLIP,,,
6385,MYLK,Mylk,True,True,MYLK,True,True,MYLK,MYLK,,,
6386,MYLK2,Mylk2,True,True,MYLK2,True,True,MYLK2,MYLK2,,,
6387,MYLK3,Mylk3,True,True,MYLK3,True,True,MYLK3,MYLK3,,,
6388,MYLK4,Mylk4,True,True,MYLK4,True,True,MYLK4,MYLK4,,,
6389,MYMK,Mymk,True,True,TMEM8C,True,True,MYMK,TMEM8C,,,
6390,MYO18A,Myo18a,True,True,MYO18A,True,True,MYO18A,MYO18A,,,
6391,MYO18B,Myo18b,True,True,MYO18B,True,True,MYO18B,MYO18B,,,
6392,MYO19,Myo19,True,True,MYO19,True,True,MYO19,MYO19,,,
6393,MYO1A,Myo1a,True,True,MYO1A,True,True,MYO1A,MYO1A,,,
6396,MYO1D,Myo1d,True,True,MYO1D,True,True,MYO1D,MYO1D,,,
6397,MYO1E,Myo1e,True,True,MYO1E,True,True,MYO1E,MYO1E,,,
6398,MYO1F,Myo1f,True,True,MYO1F,True,True,MYO1F,MYO1F,,,
6399,MYO1G,Myo1g,True,True,MYO1G,False,True,MYO1G,MYO1G,,,
6401,MYO3A,Myo3a,True,True,MYO3A,True,True,MYO3A,MYO3A,,,
6402,MYO3B,Myo3b,True,True,MYO3B,True,True,MYO3B,MYO3B,,,
6404,MYO5C,Myo5c,True,True,MYO5C,True,True,MYO5C,MYO5C,,,
6406,MYO7A,Myo7a,True,True,MYO7A,True,True,MYO7A,MYO7A,,,
6407,MYO7B,Myo7b,True,True,MYO7B,True,True,MYO7B,MYO7B,,,
6408,MYO9A,Myo9a,True,True,MYO9A,True,True,MYO9A,MYO9A,,,
6409,MYO9B,Myo9b,True,True,MYO9B,True,True,MYO9B,MYO9B,,,
6411,MYOCD,Myocd,True,True,MYOCD,True,True,MYOCD,MYOCD,,,
6412,MYOD1,Myod1,True,True,MYOD1,True,True,MYOD1,MYOD1,,,
6413,MYOG,Myog,True,True,MYOG,True,True,MYOG,MYOG,,,
6414,MYOM1,Myom1,True,True,MYOM1,True,True,MYOM1,MYOM1,,,
6415,MYOM2,Myom2,True,True,MYOM2,True,True,MYOM2,MYOM2,,,
6416,MYOM3,Myom3,True,True,MYOM3,True,True,MYOM3,MYOM3,,,
6417,MYOT,Myot,True,True,MYOT,True,True,MYOT,MYOT,,,
6418,MYOZ1,Myoz1,True,True,MYOZ1,True,True,MYOZ1,MYOZ1,,,
6419,MYOZ2,Myoz2,True,True,MYOZ2,True,True,MYOZ2,MYOZ2,,,
6420,MYOZ3,Myoz3,True,True,MYOZ3,True,True,MYOZ3,MYOZ3,,,
6421,MYPN,Mypn,True,True,MYPN,True,True,MYPN,MYPN,,,
6422,MYRF,Myrf,True,True,MYRF,True,True,MYRF,MYRF,,,
6423,MYSM1,Mysm1,True,True,MYSM1,True,True,MYSM1,MYSM1,,,
6424,MYT1,Myt1,True,True,MYT1,True,True,MYT1,MYT1,,,
6425,MYT1L,Myt1l,True,True,MYT1L,True,True,MYT1L,MYT1L,,,
6428,N4BP3,N4bp3,True,True,N4BP3,True,True,N4BP3,N4BP3,,,
6431,NAA20,Naa20,True,True,NAA20,True,True,NAA20,NAA20,,,
6432,NAA25,Naa25,True,True,NAA25,True,True,NAA25,NAA25,,,
6433,NAA30,Naa30,True,True,NAA30,True,True,NAA30,NAA30,,,
6434,NAA35,Naa35,True,True,NAA35,True,True,NAA35,NAA35,,,
6435,NAA40,Naa40,True,True,NAA40,True,True,NAA40,NAA40,,,
6436,NAA50,Naa50,True,True,NAA50,True,True,NAA50,NAA50,,,
6441,NAALADL2,Naaladl2,True,True,NAALADL2,True,True,NAALADL2,NAALADL2,,,
6442,NAB1,Nab1,True,True,NAB1,True,True,NAB1,NAB1,,,
6445,NABP2,Nabp2,True,True,NABP2,False,True,NABP2,NABP2,,,
6449,NADK2,Nadk2,True,True,NADK2,True,True,NADK2,NADK2,,,
6450,NADSYN1,Nadsyn1,True,True,NADSYN1,True,True,NADSYN1,NADSYN1,,,
6451,NAE1,Nae1,True,True,NAE1,True,True,NAE1,NAE1,,,
6453,NAGA,Naga,True,True,NAGA,True,True,NAGA,NAGA,,,
6454,NAGLU,Naglu,True,True,NAGLU,True,True,NAGLU,NAGLU,,,
6455,NAGPA,Nagpa,True,True,NAGPA,True,True,NAGPA,NAGPA,,,
6456,NAIF1,Naif1,True,True,NAIF1,True,True,NAIF1,NAIF1,,,
6457,NALCN,Nalcn,True,True,NALCN,True,True,NALCN,NALCN,,,
6458,NAMPT,Nampt,True,True,NAMPTP1,True,True,NAMPT,NAMPT,,,
6459,NANOG,Nanog,True,True,NANOG,True,True,NANOG,NANOG,,,
6460,NANOS1,Nanos1,True,True,NANOS1,True,True,NANOS1,NANOS1,,,
6461,NANP,Nanp,True,True,NANP,True,True,NANP,NANP,,,
6462,NANS,Nans,True,True,NANS,True,True,NANS,NANS,,,
6464,NAP1L4,Nap1l4,True,True,NAP1L4,True,True,NAP1L4,NAP1L4,,,
6465,NAPA,Napa,True,True,NAPA,True,True,NAPA,NAPA,,,
6468,NAPG,Napg,True,True,NAPG,True,True,NAPG,NAPG,,,
6471,NARS2,Nars2,True,True,NARS2,True,True,NARS2,NARS2,,,
6473,NAT10,Nat10,True,True,NAT10,True,True,NAT10,NAT10,,,
6476,NAT8,Nat8,True,True,NAT8B,True,True,NAT8,NAT8,,,
6482,NAT8L,Nat8l,True,True,NAT8L,True,True,NAT8L,NAT8L,,,
6483,NAT9,Nat9,True,True,NAT9,True,True,NAT9,NAT9,,,
6485,NAV1,Nav1,True,True,NAV1,True,True,NAV1,NAV1,,,
6486,NAV2,Nav2,True,True,NAV2,True,True,NAV2,NAV2,,,
6487,NAV3,Nav3,True,True,NAV3,True,True,NAV3,NAV3,,,
6491,NBEA,Nbea,True,True,NBEA,True,True,NBEA,NBEA,,,
6492,NBEAL1,Nbeal1,True,True,NBEAL1,True,True,NBEAL1,NBEAL1,,,
6493,NBEAL2,Nbeal2,True,True,NBEAL2,True,True,NBEAL2,NBEAL2,,,
6494,NBN,Nbn,True,True,NBN,True,True,NBN,NBN,,,
6495,NBR1,Nbr1,True,True,NBR1,True,True,NBR1,NBR1,,,
6496,NCALD,Ncald,True,True,NCALD,True,True,NCALD,NCALD,,,
6497,NCAM1,Ncam1,True,True,NCAM1,True,True,NCAM1,NCAM1,,,
6499,NCAN,Ncan,True,True,NCAN,True,True,NCAN,NCAN,,,
6500,NCAPD2,Ncapd2,True,True,NCAPD2,True,True,NCAPD2,NCAPD2,,,
6501,NCAPD3,Ncapd3,True,True,NCAPD3,True,True,NCAPD3,NCAPD3,,,
6503,NCAPG2,Ncapg2,True,True,NCAPG2,True,True,NCAPG2,NCAPG2,,,
6505,NCAPH2,Ncaph2,True,True,NCAPH2,True,True,NCAPH2,NCAPH2,,,
6508,NCDN,Ncdn,True,True,NCDN,True,True,NCDN,NCDN,,,
6510,NCF1,Ncf1,True,True,NCF1C,True,True,NCF1,NCF1,,,
6511,NCF2,Ncf2,True,True,NCF2,True,True,NCF2,NCF2,,,
6512,NCF4,Ncf4,True,True,NCF4,True,True,NCF4,NCF4,,,
6513,NCK2,Nck2,True,True,NCK1,True,True,NCK2,NCK2,,,
6514,NCKAP1,Nckap1,True,True,NCKAP1,True,True,NCKAP1,NCKAP1,,,
6515,NCKAP1L,Nckap1l,True,True,NCKAP1L,False,True,NCKAP1L,NCKAP1L,,,
6516,NCKAP5,Nckap5,True,True,NCKAP5,True,True,NCKAP5,NCKAP5,,,
6517,NCKIPSD,Nckipsd,True,True,NCKIPSD,True,True,NCKIPSD,NCKIPSD,,,
6518,NCL,Ncl,True,True,NCL,False,True,NCL,NCL,,,
6519,NCLN,Ncln,True,True,NCLN,True,True,NCLN,NCLN,,,
6520,NCMAP,Ncmap,True,True,NCMAP,True,True,NCMAP,NCMAP,,,
6522,NCOA2,Ncoa2,True,True,NCOA2,True,True,NCOA2,NCOA2,,,
6523,NCOA3,Ncoa3,True,True,NCOA3,True,True,NCOA3,NCOA3,,,
6525,NCOA5,Ncoa5,True,True,NCOA5,True,True,NCOA5,NCOA5,,,
6528,NCOR2,Ncor2,True,True,NCOR2,True,True,NCOR2,NCOR2,,,
6529,NCS1,Ncs1,True,True,NCS1,True,True,NCS1,NCS1,,,
6531,NDC1,Ndc1,True,True,NDC1,True,True,NDC1,NDC1,,,
6532,NDC80,Ndc80,True,True,NDC80,True,True,NDC80,NDC80,,,
6534,NDEL1,Ndel1,True,True,NDEL1,True,True,NDEL1,NDEL1,,,
6535,NDFIP1,Ndfip1,True,True,NDFIP1,True,True,NDFIP1,NDFIP1,,,
6536,NDFIP2,Ndfip2,True,True,NDFIP2,True,True,NDFIP2,NDFIP2,,,
6537,NDNF,Ndnf,True,True,NDNF,True,True,NDNF,NDNF,,,
6538,NDOR1,Ndor1,True,True,NDOR1,True,True,NDOR1,NDOR1,,,
6539,NDP,Ndp,True,True,NDP,False,True,NDP,NDP,,,
6540,NDRG3,Ndrg3,True,True,NDRG3,True,True,NDRG3,NDRG3,,,
6542,NDST1,Ndst1,True,True,NDST1,True,True,NDST1,NDST1,,,
6543,NDST3,Ndst3,True,True,NDST3,True,True,NDST3,NDST3,,,
6544,NDST4,Ndst4,True,True,NDST4,True,True,NDST4,NDST4,,,
6545,NDUFA1,Ndufa1,True,True,NDUFA1,True,True,NDUFA1,NDUFA1,,,
6546,NDUFA10,Ndufa10,True,True,NDUFA10,True,True,NDUFA10,NDUFA10,,,
6547,NDUFA12,Ndufa12,True,True,NDUFA12,True,True,NDUFA12,NDUFA12,,,
6548,NDUFA13,Ndufa13,True,True,NDUFA13,True,True,NDUFA13,NDUFA13,,,
6550,NDUFA2,Ndufa2,True,True,NDUFA2,True,True,NDUFA2,NDUFA2,,,
6551,NDUFA4,Ndufa4,True,True,NDUFA4,True,True,NDUFA4,NDUFA4,,,
6552,NDUFA5,Ndufa5,True,True,NDUFA5,True,True,NDUFA5,NDUFA5,,,
6553,NDUFA6,Ndufa6,True,True,NDUFA6,True,True,NDUFA6,NDUFA6,,,
6554,NDUFA8,Ndufa8,True,True,NDUFA8,True,True,NDUFA8,NDUFA8,,,
6555,NDUFA9,Ndufa9,True,True,NDUFA9,True,True,NDUFA9,NDUFA9,,,
6557,NDUFAF1,Ndufaf1,True,True,NDUFAF1,True,True,NDUFAF1,NDUFAF1,,,
6558,NDUFAF2,Ndufaf2,True,True,NDUFAF2,True,True,NDUFAF2,NDUFAF2,,,
6560,NDUFAF5,Ndufaf5,True,True,NDUFAF5,True,True,NDUFAF5,NDUFAF5,,,
6561,NDUFAF6,Ndufaf6,True,True,NDUFAF6,True,True,NDUFAF6,NDUFAF6,,,
6564,NDUFB10,Ndufb10,True,True,NDUFB10,True,True,NDUFB10,NDUFB10,,,
6566,NDUFB3,Ndufb3,True,True,NDUFB3,True,True,NDUFB3,NDUFB3,,,
6567,NDUFB4,Ndufb4,True,True,NDUFB4,True,True,NDUFB4,NDUFB4,,,
6568,NDUFB5,Ndufb5,True,True,NDUFB5,True,True,NDUFB5,NDUFB5,,,
6570,NDUFB7,Ndufb7,True,True,NDUFB7,True,True,NDUFB7,NDUFB7,,,
6571,NDUFB8,Ndufb8,True,True,NDUFB8,True,True,NDUFB8,NDUFB8,,,
6572,NDUFB9,Ndufb9,True,True,NDUFB9,True,True,NDUFB9,NDUFB9,,,
6573,NDUFS1,Ndufs1,True,True,NDUFS1,True,True,NDUFS1,NDUFS1,,,
6575,NDUFS3,Ndufs3,True,True,NDUFS3,True,True,NDUFS3,NDUFS3,,,
6576,NDUFS4,Ndufs4,True,True,NDUFS4,True,True,NDUFS4,NDUFS4,,,
6577,NDUFS5,Ndufs5,True,True,NDUFS5,True,True,NDUFS5,NDUFS5,,,
6578,NDUFS6,Ndufs6,True,True,NDUFS6,True,True,NDUFS6,NDUFS6,,,
6579,NDUFS7,Ndufs7,True,True,NDUFS7,True,True,NDUFS7,NDUFS7,,,
6581,NDUFV1,Ndufv1,True,True,NDUFV1,False,True,NDUFV1,NDUFV1,,,
6582,NDUFV2,Ndufv2,True,True,NDUFV2,True,True,NDUFV2,NDUFV2,,,
6583,NDUFV3,Ndufv3,True,True,NDUFV3,True,True,NDUFV3,NDUFV3,,,
6584,NEBL,Nebl,True,True,NEBL,True,True,NEBL,NEBL,,,
6587,NECAB3,Necab3,True,True,NECAB3,True,True,NECAB3,NECAB3,,,
6589,NECAP2,Necap2,True,True,NECAP2,True,True,NECAP2,NECAP2,,,
6593,NEDD4,Nedd4,True,True,NEDD4,True,True,NEDD4,NEDD4,,,
6594,NEDD8,Nedd8,True,True,NEDD8,True,True,NEDD8,NEDD8,,,
6595,NEDD9,Nedd9,True,True,NEDD9,True,True,NEDD9,NEDD9,,,
6596,NEFH,Nefh,True,True,NEFH,True,True,NEFH,NEFH,,,
6600,NEIL1,Neil1,True,True,NEIL1,True,True,NEIL1,NEIL1,,,
6601,NEIL2,Neil2,True,True,NEIL2,True,True,NEIL2,NEIL2,,,
6602,NEIL3,Neil3,True,True,NEIL3,True,True,NEIL3,NEIL3,,,
6603,NEK1,Nek1,True,True,NEK1,True,True,NEK1,NEK1,,,
6607,NEK4,Nek4,True,True,NEK4,True,True,NEK4,NEK4,,,
6608,NEK5,Nek5,True,True,NEK5,True,True,NEK5,NEK5,,,
6609,NEK6,Nek6,True,True,NEK6,True,True,NEK6,NEK6,,,
6610,NEK7,Nek7,True,True,NEK7,True,True,NEK7,NEK7,,,
6611,NEK8,Nek8,True,True,NEK8,True,True,NEK8,NEK8,,,
6614,NELFB,Nelfb,True,True,NELFB,True,True,NELFB,NELFB,,,
6616,NELFE,Nelfe,True,True,NELFE,True,True,NELFE,NELFE,,,
6617,NELL1,Nell1,True,True,NELL1,True,True,NELL1,NELL1,,,
6618,NELL2,Nell2,True,True,NELL2,True,True,NELL2,NELL2,,,
6622,NENF,Nenf,True,True,NENF,True,True,NENF,NENF,,,
6623,NEO1,Neo1,True,True,NEO1,True,True,NEO1,NEO1,,,
6625,NET1,Net1,True,True,NET1,True,True,NET1,NET1,,,
6626,NETO1,Neto1,True,True,NETO1,True,True,NETO1,NETO1,,,
6627,NETO2,Neto2,True,True,NETO2,True,True,NETO2,NETO2,,,
6628,NEU2,Neu2,True,True,NEU2,True,True,NEU2,NEU2,,,
6629,NEU3,Neu3,True,True,NEU3,True,True,NEU3,NEU3,,,
6630,NEU4,Neu4,True,True,NEU4,True,True,NEU4,NEU4,,,
6632,NEURL1B,Neurl1b,True,True,NEURL1B,True,True,NEURL1B,NEURL1B,,,
6633,NEURL2,Neurl2,True,True,NEURL2,True,True,NEURL2,NEURL2,,,
6635,NEUROD2,Neurod2,True,True,NEUROD2,True,True,NEUROD2,NEUROD2,,,
6636,NEUROD4,Neurod4,True,True,NEUROD4,False,True,NEUROD4,NEUROD4,,,
6637,NEUROG1,Neurog1,True,True,NEUROG1,True,True,NEUROG1,NEUROG1,,,
6639,NEXN,Nexn,True,True,NEXN,True,True,NEXN,NEXN,,,
6641,NF2,Nf2,True,True,NF2,True,True,NF2,NF2,,,
6642,NFASC,Nfasc,True,True,NFASC,True,True,NFASC,NFASC,,,
6643,NFAT5,Nfat5,True,True,NFAT5,True,True,NFAT5,NFAT5,,,
6644,NFATC1,Nfatc1,True,True,NFATC1,True,True,NFATC1,NFATC1,,,
6645,NFATC2,Nfatc2,True,True,NFATC2,True,True,NFATC2,NFATC2,,,
6646,NFATC3,Nfatc3,True,True,NFATC3,True,True,NFATC3,NFATC3,,,
6647,NFE2L1,Nfe2l1,True,True,NFE2L1,True,True,NFE2L1,NFE2L1,,,
6648,NFE2L2,Nfe2l2,True,True,NFE2L2,True,True,NFE2L2,NFE2L2,,,
6649,NFIA,Nfia,True,True,NFIA,True,True,NFIA,NFIA,,,
6650,NFIB,Nfib,True,True,NFIB,True,True,NFIB,NFIB,,,
6652,NFIL3,Nfil3,True,True,NFIL3,True,True,NFIL3,NFIL3,,,
6654,NFKB1,Nfkb1,True,True,NFKB1,True,True,NFKB1,NFKB1,,,
6655,NFKB2,Nfkb2,True,True,NFKB2,True,True,NFKB2,NFKB2,,,
6657,NFKBIB,Nfkbib,True,True,NFKBIB,False,True,NFKBIB,NFKBIB,,,
6658,NFKBIE,Nfkbie,True,True,NFKBIE,True,True,NFKBIE,NFKBIE,,,
6659,NFKBIZ,Nfkbiz,True,True,NFKBIZ,True,True,NFKBIZ,NFKBIZ,,,
6660,NFRKB,Nfrkb,True,True,NFRKB,True,True,NFRKB,NFRKB,,,
6661,NFS1,Nfs1,True,True,NFS1,True,True,NFS1,NFS1,,,
6662,NFU1,Nfu1,True,True,NFU1,True,True,NFU1,NFU1,,,
6664,NFXL1,Nfxl1,True,True,NFXL1,True,True,NFXL1,NFXL1,,,
6665,NFYA,Nfya,True,True,NFYA,True,True,NFYA,NFYA,,,
6666,NFYB,Nfyb,True,True,NFYB,True,True,NFYB,NFYB,,,
6668,NGB,Ngb,True,True,NGB,True,True,NGB,NGB,,,
6669,NGEF,Ngef,True,True,NGEF,True,True,NGEF,NGEF,,,
6670,NGF,Ngf,True,True,NGF,True,True,NGF,NGF,,,
6671,NGFR,Ngfr,True,True,NGFR,True,True,NGFR,NGFR,,,
6672,NGLY1,Ngly1,True,True,NGLY1,True,True,NGLY1,NGLY1,,,
6673,NHEJ1,Nhej1,True,True,NHEJ1,True,True,NHEJ1,NHEJ1,,,
6674,NHLH1,Nhlh1,True,True,NHLH1,False,True,NHLH1,NHLH1,,,
6675,NHLH2,Nhlh2,True,True,NHLH2,True,True,NHLH2,NHLH2,,,
6676,NHLRC1,Nhlrc1,True,True,NHLRC1,True,True,NHLRC1,NHLRC1,,,
6677,NHLRC2,Nhlrc2,True,True,NHLRC2,True,True,NHLRC2,NHLRC2,,,
6678,NHLRC3,Nhlrc3,True,True,NHLRC3,True,True,NHLRC3,NHLRC3,,,
6679,NHLRC4,Nhlrc4,True,True,NHLRC4,True,True,NHLRC4,NHLRC4,,,
6680,NHP2,Nhp2,True,True,NHP2,True,True,NHP2,NHP2,,,
6681,NHS,Nhs,True,True,NHS,True,True,NHS,NHS,,,
6682,NHSL1,Nhsl1,True,True,NHSL1,True,True,NHSL1,NHSL1,,,
6683,NHSL2,Nhsl2,True,True,NHSL2,True,True,NHSL2,NHSL2,,,
6684,NID1,Nid1,True,True,NID1,True,True,NID1,NID1,,,
6685,NIF3L1,Nif3l1,True,True,NIF3L1,True,True,NIF3L1,NIF3L1,,,
6688,NIN,Nin,True,True,NIN,True,True,NIN,NIN,,,
